,filename,category,set
51,clothes/clothes2543.jpg,clothes,1
52,biological/biological592.jpg,biological,1
53,shoes/shoes1968.jpg,shoes,1
54,brown-glass/brown-glass143.jpg,brown-glass,1
55,battery/battery831.jpg,battery,1
56,metal/metal312.jpg,metal,1
57,clothes/clothes4548.jpg,clothes,1
58,clothes/clothes4042.jpg,clothes,1
59,shoes/shoes1237.jpg,shoes,1
60,clothes/clothes2359.jpg,clothes,1
61,cardboard/cardboard69.jpg,cardboard,1
62,battery/battery593.jpg,battery,1
63,paper/paper888.jpg,paper,1
64,cardboard/cardboard601.jpg,cardboard,1
65,shoes/shoes552.jpg,shoes,1
66,trash/trash123.jpg,trash,1
67,biological/biological942.jpg,biological,1
68,green-glass/green-glass593.jpg,green-glass,1
69,cardboard/cardboard324.jpg,cardboard,1
70,clothes/clothes5019.jpg,clothes,1
71,plastic/plastic326.jpg,plastic,1
72,clothes/clothes1791.jpg,clothes,1
73,metal/metal635.jpg,metal,1
74,clothes/clothes2674.jpg,clothes,1
75,clothes/clothes1404.jpg,clothes,1
76,shoes/shoes1305.jpg,shoes,1
77,clothes/clothes4801.jpg,clothes,1
78,metal/metal333.jpg,metal,1
79,brown-glass/brown-glass82.jpg,brown-glass,1
80,brown-glass/brown-glass532.jpg,brown-glass,1
81,plastic/plastic840.jpg,plastic,1
82,clothes/clothes2949.jpg,clothes,1
83,battery/battery849.jpg,battery,1
84,white-glass/white-glass347.jpg,white-glass,1
85,clothes/clothes2114.jpg,clothes,1
86,brown-glass/brown-glass440.jpg,brown-glass,1
87,plastic/plastic394.jpg,plastic,1
88,green-glass/green-glass323.jpg,green-glass,1
89,green-glass/green-glass476.jpg,green-glass,1
90,shoes/shoes1350.jpg,shoes,1
91,brown-glass/brown-glass84.jpg,brown-glass,1
92,metal/metal91.jpg,metal,1
93,paper/paper479.jpg,paper,1
94,plastic/plastic789.jpg,plastic,1
95,shoes/shoes395.jpg,shoes,1
96,plastic/plastic30.jpg,plastic,1
97,shoes/shoes1493.jpg,shoes,1
98,clothes/clothes1743.jpg,clothes,1
99,paper/paper828.jpg,paper,1
100,clothes/clothes5023.jpg,clothes,1
101,white-glass/white-glass237.jpg,white-glass,1
102,trash/trash249.jpg,trash,1
103,biological/biological489.jpg,biological,1
104,plastic/plastic445.jpg,plastic,1
105,trash/trash513.jpg,trash,1
106,biological/biological976.jpg,biological,1
107,battery/battery938.jpg,battery,1
108,metal/metal620.jpg,metal,1
109,battery/battery910.jpg,battery,1
110,biological/biological877.jpg,biological,1
111,brown-glass/brown-glass469.jpg,brown-glass,1
112,cardboard/cardboard39.jpg,cardboard,1
113,shoes/shoes556.jpg,shoes,1
114,green-glass/green-glass158.jpg,green-glass,1
115,plastic/plastic824.jpg,plastic,1
116,clothes/clothes4720.jpg,clothes,1
117,clothes/clothes990.jpg,clothes,1
118,clothes/clothes2704.jpg,clothes,1
119,battery/battery683.jpg,battery,1
120,clothes/clothes1167.jpg,clothes,1
121,battery/battery856.jpg,battery,1
122,clothes/clothes3872.jpg,clothes,1
123,clothes/clothes1199.jpg,clothes,1
124,shoes/shoes704.jpg,shoes,1
125,paper/paper832.jpg,paper,1
126,plastic/plastic651.jpg,plastic,1
127,clothes/clothes989.jpg,clothes,1
128,clothes/clothes1219.jpg,clothes,1
129,cardboard/cardboard464.jpg,cardboard,1
130,clothes/clothes5123.jpg,clothes,1
131,plastic/plastic280.jpg,plastic,1
132,paper/paper157.jpg,paper,1
133,shoes/shoes315.jpg,shoes,1
134,clothes/clothes5225.jpg,clothes,1
135,metal/metal134.jpg,metal,1
136,cardboard/cardboard175.jpg,cardboard,1
137,paper/paper508.jpg,paper,1
138,cardboard/cardboard141.jpg,cardboard,1
139,trash/trash145.jpg,trash,1
140,clothes/clothes2675.jpg,clothes,1
141,paper/paper165.jpg,paper,1
142,clothes/clothes3607.jpg,clothes,1
143,trash/trash265.jpg,trash,1
144,clothes/clothes4069.jpg,clothes,1
145,brown-glass/brown-glass241.jpg,brown-glass,1
146,biological/biological187.jpg,biological,1
147,shoes/shoes617.jpg,shoes,1
148,biological/biological756.jpg,biological,1
149,battery/battery740.jpg,battery,1
150,green-glass/green-glass284.jpg,green-glass,1
151,cardboard/cardboard800.jpg,cardboard,1
152,plastic/plastic9.jpg,plastic,1
153,plastic/plastic221.jpg,plastic,1
154,green-glass/green-glass138.jpg,green-glass,1
155,paper/paper200.jpg,paper,1
156,brown-glass/brown-glass284.jpg,brown-glass,1
157,plastic/plastic224.jpg,plastic,1
158,clothes/clothes5287.jpg,clothes,1
159,battery/battery758.jpg,battery,1
160,battery/battery574.jpg,battery,1
161,plastic/plastic755.jpg,plastic,1
162,battery/battery306.jpg,battery,1
163,trash/trash338.jpg,trash,1
164,clothes/clothes4506.jpg,clothes,1
165,clothes/clothes719.jpg,clothes,1
166,clothes/clothes155.jpg,clothes,1
167,clothes/clothes3743.jpg,clothes,1
168,white-glass/white-glass683.jpg,white-glass,1
169,trash/trash270.jpg,trash,1
170,white-glass/white-glass744.jpg,white-glass,1
171,clothes/clothes4571.jpg,clothes,1
172,battery/battery767.jpg,battery,1
173,clothes/clothes1459.jpg,clothes,1
174,shoes/shoes1358.jpg,shoes,1
175,clothes/clothes484.jpg,clothes,1
176,clothes/clothes4617.jpg,clothes,1
177,clothes/clothes3118.jpg,clothes,1
178,metal/metal341.jpg,metal,1
179,clothes/clothes2956.jpg,clothes,1
180,brown-glass/brown-glass541.jpg,brown-glass,1
181,clothes/clothes2256.jpg,clothes,1
182,white-glass/white-glass235.jpg,white-glass,1
183,shoes/shoes1195.jpg,shoes,1
184,brown-glass/brown-glass326.jpg,brown-glass,1
185,biological/biological978.jpg,biological,1
186,cardboard/cardboard171.jpg,cardboard,1
187,green-glass/green-glass264.jpg,green-glass,1
188,white-glass/white-glass99.jpg,white-glass,1
189,shoes/shoes1061.jpg,shoes,1
190,clothes/clothes1075.jpg,clothes,1
191,metal/metal162.jpg,metal,1
192,paper/paper868.jpg,paper,1
193,white-glass/white-glass760.jpg,white-glass,1
194,paper/paper222.jpg,paper,1
195,shoes/shoes1017.jpg,shoes,1
196,paper/paper590.jpg,paper,1
197,clothes/clothes2106.jpg,clothes,1
198,white-glass/white-glass529.jpg,white-glass,1
199,clothes/clothes4658.jpg,clothes,1
200,biological/biological410.jpg,biological,1
201,cardboard/cardboard164.jpg,cardboard,1
202,green-glass/green-glass480.jpg,green-glass,1
203,shoes/shoes782.jpg,shoes,1
204,white-glass/white-glass231.jpg,white-glass,1
205,trash/trash126.jpg,trash,1
206,shoes/shoes389.jpg,shoes,1
207,white-glass/white-glass91.jpg,white-glass,1
208,shoes/shoes805.jpg,shoes,1
209,clothes/clothes5066.jpg,clothes,1
210,shoes/shoes1051.jpg,shoes,1
211,plastic/plastic865.jpg,plastic,1
212,metal/metal694.jpg,metal,1
213,paper/paper27.jpg,paper,1
214,clothes/clothes3573.jpg,clothes,1
215,cardboard/cardboard873.jpg,cardboard,1
216,plastic/plastic808.jpg,plastic,1
217,clothes/clothes3670.jpg,clothes,1
218,clothes/clothes3459.jpg,clothes,1
219,clothes/clothes3989.jpg,clothes,1
220,plastic/plastic448.jpg,plastic,1
221,clothes/clothes418.jpg,clothes,1
222,white-glass/white-glass500.jpg,white-glass,1
223,brown-glass/brown-glass464.jpg,brown-glass,1
224,clothes/clothes2332.jpg,clothes,1
225,clothes/clothes1044.jpg,clothes,1
226,clothes/clothes936.jpg,clothes,1
227,clothes/clothes2401.jpg,clothes,1
228,plastic/plastic542.jpg,plastic,1
229,metal/metal116.jpg,metal,1
230,clothes/clothes1493.jpg,clothes,1
231,shoes/shoes246.jpg,shoes,1
232,white-glass/white-glass598.jpg,white-glass,1
233,clothes/clothes1235.jpg,clothes,1
234,plastic/plastic334.jpg,plastic,1
235,paper/paper913.jpg,paper,1
236,trash/trash283.jpg,trash,1
237,metal/metal724.jpg,metal,1
238,clothes/clothes1147.jpg,clothes,1
239,cardboard/cardboard73.jpg,cardboard,1
240,metal/metal275.jpg,metal,1
241,battery/battery914.jpg,battery,1
242,plastic/plastic804.jpg,plastic,1
243,white-glass/white-glass498.jpg,white-glass,1
244,clothes/clothes2075.jpg,clothes,1
245,clothes/clothes1125.jpg,clothes,1
246,trash/trash345.jpg,trash,1
247,clothes/clothes522.jpg,clothes,1
248,white-glass/white-glass466.jpg,white-glass,1
249,brown-glass/brown-glass400.jpg,brown-glass,1
250,clothes/clothes1515.jpg,clothes,1
251,metal/metal27.jpg,metal,1
252,clothes/clothes1480.jpg,clothes,1
253,shoes/shoes928.jpg,shoes,1
254,brown-glass/brown-glass312.jpg,brown-glass,1
255,clothes/clothes3830.jpg,clothes,1
256,paper/paper136.jpg,paper,1
257,cardboard/cardboard231.jpg,cardboard,1
258,cardboard/cardboard6.jpg,cardboard,1
259,white-glass/white-glass532.jpg,white-glass,1
260,white-glass/white-glass771.jpg,white-glass,1
261,biological/biological292.jpg,biological,1
262,shoes/shoes681.jpg,shoes,1
263,clothes/clothes5182.jpg,clothes,1
264,clothes/clothes792.jpg,clothes,1
265,clothes/clothes4587.jpg,clothes,1
266,metal/metal626.jpg,metal,1
267,clothes/clothes2948.jpg,clothes,1
268,shoes/shoes614.jpg,shoes,1
269,clothes/clothes422.jpg,clothes,1
270,trash/trash482.jpg,trash,1
271,clothes/clothes3659.jpg,clothes,1
272,clothes/clothes1419.jpg,clothes,1
273,clothes/clothes39.jpg,clothes,1
274,clothes/clothes1920.jpg,clothes,1
275,shoes/shoes847.jpg,shoes,1
276,brown-glass/brown-glass293.jpg,brown-glass,1
277,clothes/clothes783.jpg,clothes,1
278,white-glass/white-glass20.jpg,white-glass,1
279,plastic/plastic378.jpg,plastic,1
280,green-glass/green-glass295.jpg,green-glass,1
281,clothes/clothes4168.jpg,clothes,1
282,trash/trash594.jpg,trash,1
283,cardboard/cardboard271.jpg,cardboard,1
284,green-glass/green-glass432.jpg,green-glass,1
285,clothes/clothes3214.jpg,clothes,1
286,shoes/shoes26.jpg,shoes,1
287,clothes/clothes2546.jpg,clothes,1
288,shoes/shoes120.jpg,shoes,1
289,biological/biological517.jpg,biological,1
290,shoes/shoes139.jpg,shoes,1
291,clothes/clothes2846.jpg,clothes,1
292,green-glass/green-glass349.jpg,green-glass,1
293,clothes/clothes1247.jpg,clothes,1
294,biological/biological247.jpg,biological,1
295,white-glass/white-glass346.jpg,white-glass,1
296,shoes/shoes6.jpg,shoes,1
297,clothes/clothes5208.jpg,clothes,1
298,shoes/shoes1612.jpg,shoes,1
299,shoes/shoes852.jpg,shoes,1
300,brown-glass/brown-glass224.jpg,brown-glass,1
301,shoes/shoes1624.jpg,shoes,1
302,biological/biological967.jpg,biological,1
303,clothes/clothes3005.jpg,clothes,1
304,clothes/clothes3107.jpg,clothes,1
305,shoes/shoes1734.jpg,shoes,1
306,clothes/clothes1343.jpg,clothes,1
307,clothes/clothes493.jpg,clothes,1
308,clothes/clothes4246.jpg,clothes,1
309,trash/trash182.jpg,trash,1
310,clothes/clothes477.jpg,clothes,1
311,clothes/clothes4940.jpg,clothes,1
312,clothes/clothes961.jpg,clothes,1
313,shoes/shoes1079.jpg,shoes,1
314,clothes/clothes498.jpg,clothes,1
315,paper/paper916.jpg,paper,1
316,shoes/shoes345.jpg,shoes,1
317,clothes/clothes3280.jpg,clothes,1
318,clothes/clothes302.jpg,clothes,1
319,clothes/clothes3798.jpg,clothes,1
320,trash/trash527.jpg,trash,1
321,clothes/clothes2040.jpg,clothes,1
322,plastic/plastic472.jpg,plastic,1
323,green-glass/green-glass454.jpg,green-glass,1
324,plastic/plastic46.jpg,plastic,1
325,clothes/clothes517.jpg,clothes,1
326,paper/paper339.jpg,paper,1
327,clothes/clothes1317.jpg,clothes,1
328,clothes/clothes601.jpg,clothes,1
329,white-glass/white-glass248.jpg,white-glass,1
330,clothes/clothes796.jpg,clothes,1
331,clothes/clothes4883.jpg,clothes,1
332,shoes/shoes284.jpg,shoes,1
333,metal/metal343.jpg,metal,1
334,clothes/clothes3483.jpg,clothes,1
335,clothes/clothes3105.jpg,clothes,1
336,clothes/clothes2875.jpg,clothes,1
337,clothes/clothes4098.jpg,clothes,1
338,white-glass/white-glass754.jpg,white-glass,1
339,white-glass/white-glass159.jpg,white-glass,1
340,clothes/clothes165.jpg,clothes,1
341,shoes/shoes760.jpg,shoes,1
342,cardboard/cardboard486.jpg,cardboard,1
343,plastic/plastic477.jpg,plastic,1
344,shoes/shoes1450.jpg,shoes,1
345,cardboard/cardboard378.jpg,cardboard,1
346,cardboard/cardboard798.jpg,cardboard,1
347,white-glass/white-glass768.jpg,white-glass,1
348,plastic/plastic356.jpg,plastic,1
349,clothes/clothes3842.jpg,clothes,1
350,shoes/shoes818.jpg,shoes,1
351,cardboard/cardboard717.jpg,cardboard,1
352,green-glass/green-glass450.jpg,green-glass,1
353,plastic/plastic778.jpg,plastic,1
354,cardboard/cardboard218.jpg,cardboard,1
355,plastic/plastic505.jpg,plastic,1
356,clothes/clothes642.jpg,clothes,1
357,paper/paper259.jpg,paper,1
358,biological/biological220.jpg,biological,1
359,metal/metal493.jpg,metal,1
360,clothes/clothes895.jpg,clothes,1
361,brown-glass/brown-glass7.jpg,brown-glass,1
362,green-glass/green-glass580.jpg,green-glass,1
363,paper/paper900.jpg,paper,1
364,clothes/clothes3627.jpg,clothes,1
365,clothes/clothes4680.jpg,clothes,1
366,cardboard/cardboard327.jpg,cardboard,1
367,paper/paper790.jpg,paper,1
368,shoes/shoes1812.jpg,shoes,1
369,trash/trash600.jpg,trash,1
370,clothes/clothes3585.jpg,clothes,1
371,plastic/plastic365.jpg,plastic,1
372,clothes/clothes1775.jpg,clothes,1
373,paper/paper70.jpg,paper,1
374,clothes/clothes5221.jpg,clothes,1
375,battery/battery609.jpg,battery,1
376,battery/battery855.jpg,battery,1
377,cardboard/cardboard568.jpg,cardboard,1
378,shoes/shoes740.jpg,shoes,1
379,shoes/shoes797.jpg,shoes,1
380,clothes/clothes3250.jpg,clothes,1
381,cardboard/cardboard426.jpg,cardboard,1
382,clothes/clothes3575.jpg,clothes,1
383,clothes/clothes1633.jpg,clothes,1
384,clothes/clothes3076.jpg,clothes,1
385,trash/trash400.jpg,trash,1
386,clothes/clothes1572.jpg,clothes,1
387,metal/metal108.jpg,metal,1
388,clothes/clothes1375.jpg,clothes,1
389,green-glass/green-glass272.jpg,green-glass,1
390,plastic/plastic665.jpg,plastic,1
391,shoes/shoes1648.jpg,shoes,1
392,shoes/shoes1930.jpg,shoes,1
393,cardboard/cardboard70.jpg,cardboard,1
394,trash/trash208.jpg,trash,1
395,clothes/clothes3008.jpg,clothes,1
396,clothes/clothes2327.jpg,clothes,1
397,battery/battery372.jpg,battery,1
398,plastic/plastic364.jpg,plastic,1
399,clothes/clothes1175.jpg,clothes,1
400,trash/trash302.jpg,trash,1
401,biological/biological821.jpg,biological,1
402,clothes/clothes1318.jpg,clothes,1
403,clothes/clothes2305.jpg,clothes,1
404,clothes/clothes4321.jpg,clothes,1
405,paper/paper1026.jpg,paper,1
406,shoes/shoes1704.jpg,shoes,1
407,clothes/clothes3757.jpg,clothes,1
408,paper/paper482.jpg,paper,1
409,shoes/shoes895.jpg,shoes,1
410,biological/biological256.jpg,biological,1
411,clothes/clothes2817.jpg,clothes,1
412,biological/biological219.jpg,biological,1
413,clothes/clothes3209.jpg,clothes,1
414,metal/metal16.jpg,metal,1
415,cardboard/cardboard560.jpg,cardboard,1
416,green-glass/green-glass111.jpg,green-glass,1
417,metal/metal204.jpg,metal,1
418,clothes/clothes2917.jpg,clothes,1
419,battery/battery236.jpg,battery,1
420,paper/paper734.jpg,paper,1
421,metal/metal665.jpg,metal,1
422,clothes/clothes3047.jpg,clothes,1
423,clothes/clothes2477.jpg,clothes,1
424,shoes/shoes1107.jpg,shoes,1
425,brown-glass/brown-glass525.jpg,brown-glass,1
426,paper/paper289.jpg,paper,1
427,clothes/clothes2796.jpg,clothes,1
428,shoes/shoes554.jpg,shoes,1
429,shoes/shoes1892.jpg,shoes,1
430,shoes/shoes1568.jpg,shoes,1
431,cardboard/cardboard34.jpg,cardboard,1
432,biological/biological251.jpg,biological,1
433,metal/metal674.jpg,metal,1
434,clothes/clothes5143.jpg,clothes,1
435,clothes/clothes3070.jpg,clothes,1
436,clothes/clothes4961.jpg,clothes,1
437,brown-glass/brown-glass428.jpg,brown-glass,1
438,clothes/clothes2340.jpg,clothes,1
439,biological/biological268.jpg,biological,1
440,shoes/shoes549.jpg,shoes,1
441,shoes/shoes607.jpg,shoes,1
442,clothes/clothes400.jpg,clothes,1
443,cardboard/cardboard823.jpg,cardboard,1
444,clothes/clothes5119.jpg,clothes,1
445,biological/biological161.jpg,biological,1
446,clothes/clothes3355.jpg,clothes,1
447,white-glass/white-glass263.jpg,white-glass,1
448,trash/trash403.jpg,trash,1
449,green-glass/green-glass33.jpg,green-glass,1
450,biological/biological845.jpg,biological,1
451,shoes/shoes989.jpg,shoes,1
452,trash/trash636.jpg,trash,1
453,clothes/clothes121.jpg,clothes,1
454,clothes/clothes198.jpg,clothes,1
455,clothes/clothes565.jpg,clothes,1
456,cardboard/cardboard290.jpg,cardboard,1
457,clothes/clothes3663.jpg,clothes,1
458,paper/paper793.jpg,paper,1
459,brown-glass/brown-glass14.jpg,brown-glass,1
460,clothes/clothes1756.jpg,clothes,1
461,clothes/clothes562.jpg,clothes,1
462,biological/biological25.jpg,biological,1
463,clothes/clothes1773.jpg,clothes,1
464,shoes/shoes1399.jpg,shoes,1
465,battery/battery45.jpg,battery,1
466,clothes/clothes4032.jpg,clothes,1
467,battery/battery334.jpg,battery,1
468,clothes/clothes1266.jpg,clothes,1
469,clothes/clothes759.jpg,clothes,1
470,cardboard/cardboard708.jpg,cardboard,1
471,green-glass/green-glass409.jpg,green-glass,1
472,clothes/clothes471.jpg,clothes,1
473,paper/paper709.jpg,paper,1
474,clothes/clothes116.jpg,clothes,1
475,shoes/shoes1366.jpg,shoes,1
476,clothes/clothes4244.jpg,clothes,1
477,metal/metal597.jpg,metal,1
478,paper/paper819.jpg,paper,1
479,clothes/clothes1055.jpg,clothes,1
480,trash/trash639.jpg,trash,1
481,trash/trash289.jpg,trash,1
482,clothes/clothes1256.jpg,clothes,1
483,clothes/clothes802.jpg,clothes,1
484,battery/battery406.jpg,battery,1
485,shoes/shoes1223.jpg,shoes,1
486,white-glass/white-glass558.jpg,white-glass,1
487,brown-glass/brown-glass206.jpg,brown-glass,1
488,plastic/plastic353.jpg,plastic,1
489,clothes/clothes1344.jpg,clothes,1
490,trash/trash291.jpg,trash,1
491,clothes/clothes2203.jpg,clothes,1
492,white-glass/white-glass273.jpg,white-glass,1
493,shoes/shoes1669.jpg,shoes,1
494,plastic/plastic197.jpg,plastic,1
495,clothes/clothes458.jpg,clothes,1
496,clothes/clothes2387.jpg,clothes,1
497,green-glass/green-glass496.jpg,green-glass,1
498,biological/biological632.jpg,biological,1
499,white-glass/white-glass607.jpg,white-glass,1
500,battery/battery193.jpg,battery,1
501,clothes/clothes4029.jpg,clothes,1
502,shoes/shoes377.jpg,shoes,1
503,white-glass/white-glass631.jpg,white-glass,1
504,brown-glass/brown-glass46.jpg,brown-glass,1
505,clothes/clothes3606.jpg,clothes,1
506,biological/biological472.jpg,biological,1
507,clothes/clothes769.jpg,clothes,1
508,trash/trash30.jpg,trash,1
509,clothes/clothes2336.jpg,clothes,1
510,shoes/shoes1531.jpg,shoes,1
511,white-glass/white-glass388.jpg,white-glass,1
512,white-glass/white-glass456.jpg,white-glass,1
513,plastic/plastic267.jpg,plastic,1
514,battery/battery746.jpg,battery,1
515,battery/battery100.jpg,battery,1
516,shoes/shoes1122.jpg,shoes,1
517,metal/metal252.jpg,metal,1
518,paper/paper20.jpg,paper,1
519,brown-glass/brown-glass547.jpg,brown-glass,1
520,green-glass/green-glass319.jpg,green-glass,1
521,battery/battery841.jpg,battery,1
522,clothes/clothes385.jpg,clothes,1
523,white-glass/white-glass408.jpg,white-glass,1
524,clothes/clothes4742.jpg,clothes,1
525,brown-glass/brown-glass408.jpg,brown-glass,1
526,metal/metal602.jpg,metal,1
527,metal/metal392.jpg,metal,1
528,clothes/clothes3430.jpg,clothes,1
529,biological/biological566.jpg,biological,1
530,biological/biological627.jpg,biological,1
531,plastic/plastic66.jpg,plastic,1
532,clothes/clothes1917.jpg,clothes,1
533,battery/battery425.jpg,battery,1
534,trash/trash80.jpg,trash,1
535,battery/battery289.jpg,battery,1
536,shoes/shoes1516.jpg,shoes,1
537,clothes/clothes370.jpg,clothes,1
538,battery/battery94.jpg,battery,1
539,clothes/clothes4895.jpg,clothes,1
540,clothes/clothes4616.jpg,clothes,1
541,white-glass/white-glass728.jpg,white-glass,1
542,clothes/clothes2465.jpg,clothes,1
543,paper/paper51.jpg,paper,1
544,clothes/clothes1795.jpg,clothes,1
545,battery/battery155.jpg,battery,1
546,brown-glass/brown-glass414.jpg,brown-glass,1
547,brown-glass/brown-glass387.jpg,brown-glass,1
548,shoes/shoes1441.jpg,shoes,1
549,trash/trash588.jpg,trash,1
550,clothes/clothes4072.jpg,clothes,1
551,white-glass/white-glass322.jpg,white-glass,1
552,battery/battery467.jpg,battery,1
553,trash/trash573.jpg,trash,1
554,plastic/plastic626.jpg,plastic,1
555,cardboard/cardboard340.jpg,cardboard,1
556,brown-glass/brown-glass305.jpg,brown-glass,1
557,clothes/clothes5185.jpg,clothes,1
558,battery/battery477.jpg,battery,1
559,shoes/shoes1355.jpg,shoes,1
560,shoes/shoes788.jpg,shoes,1
561,white-glass/white-glass239.jpg,white-glass,1
562,clothes/clothes575.jpg,clothes,1
563,brown-glass/brown-glass470.jpg,brown-glass,1
564,biological/biological598.jpg,biological,1
565,clothes/clothes311.jpg,clothes,1
566,clothes/clothes3789.jpg,clothes,1
567,brown-glass/brown-glass207.jpg,brown-glass,1
568,shoes/shoes1437.jpg,shoes,1
569,trash/trash397.jpg,trash,1
570,clothes/clothes4307.jpg,clothes,1
571,metal/metal63.jpg,metal,1
572,clothes/clothes2231.jpg,clothes,1
573,battery/battery186.jpg,battery,1
574,metal/metal580.jpg,metal,1
575,trash/trash673.jpg,trash,1
576,shoes/shoes1259.jpg,shoes,1
577,shoes/shoes1955.jpg,shoes,1
578,green-glass/green-glass576.jpg,green-glass,1
579,clothes/clothes1721.jpg,clothes,1
580,clothes/clothes2456.jpg,clothes,1
581,metal/metal429.jpg,metal,1
582,metal/metal95.jpg,metal,1
583,metal/metal527.jpg,metal,1
584,clothes/clothes3967.jpg,clothes,1
585,plastic/plastic135.jpg,plastic,1
586,clothes/clothes943.jpg,clothes,1
587,shoes/shoes1000.jpg,shoes,1
588,clothes/clothes4896.jpg,clothes,1
589,clothes/clothes2716.jpg,clothes,1
590,trash/trash574.jpg,trash,1
591,clothes/clothes2207.jpg,clothes,1
592,plastic/plastic817.jpg,plastic,1
593,clothes/clothes4315.jpg,clothes,1
594,clothes/clothes3014.jpg,clothes,1
595,brown-glass/brown-glass96.jpg,brown-glass,1
596,brown-glass/brown-glass427.jpg,brown-glass,1
597,biological/biological920.jpg,biological,1
598,clothes/clothes1091.jpg,clothes,1
599,biological/biological629.jpg,biological,1
600,clothes/clothes5304.jpg,clothes,1
601,clothes/clothes2411.jpg,clothes,1
602,trash/trash304.jpg,trash,1
603,clothes/clothes959.jpg,clothes,1
604,plastic/plastic597.jpg,plastic,1
605,clothes/clothes3030.jpg,clothes,1
606,shoes/shoes1269.jpg,shoes,1
607,battery/battery507.jpg,battery,1
608,battery/battery829.jpg,battery,1
609,biological/biological936.jpg,biological,1
610,battery/battery752.jpg,battery,1
611,trash/trash224.jpg,trash,1
612,clothes/clothes3692.jpg,clothes,1
613,clothes/clothes2547.jpg,clothes,1
614,clothes/clothes4058.jpg,clothes,1
615,trash/trash448.jpg,trash,1
616,clothes/clothes3812.jpg,clothes,1
617,battery/battery715.jpg,battery,1
618,battery/battery575.jpg,battery,1
619,plastic/plastic682.jpg,plastic,1
620,white-glass/white-glass506.jpg,white-glass,1
621,plastic/plastic745.jpg,plastic,1
622,battery/battery523.jpg,battery,1
623,biological/biological718.jpg,biological,1
624,plastic/plastic416.jpg,plastic,1
625,paper/paper421.jpg,paper,1
626,shoes/shoes1176.jpg,shoes,1
627,clothes/clothes2487.jpg,clothes,1
628,clothes/clothes3414.jpg,clothes,1
629,clothes/clothes3911.jpg,clothes,1
630,white-glass/white-glass307.jpg,white-glass,1
631,clothes/clothes2237.jpg,clothes,1
632,clothes/clothes4899.jpg,clothes,1
633,clothes/clothes1202.jpg,clothes,1
634,shoes/shoes472.jpg,shoes,1
635,metal/metal731.jpg,metal,1
636,clothes/clothes2564.jpg,clothes,1
637,clothes/clothes2241.jpg,clothes,1
638,plastic/plastic671.jpg,plastic,1
639,clothes/clothes2077.jpg,clothes,1
640,clothes/clothes1249.jpg,clothes,1
641,shoes/shoes57.jpg,shoes,1
642,clothes/clothes2245.jpg,clothes,1
643,battery/battery293.jpg,battery,1
644,shoes/shoes1595.jpg,shoes,1
645,battery/battery161.jpg,battery,1
646,metal/metal672.jpg,metal,1
647,white-glass/white-glass552.jpg,white-glass,1
648,shoes/shoes1802.jpg,shoes,1
649,clothes/clothes1945.jpg,clothes,1
650,biological/biological873.jpg,biological,1
651,paper/paper711.jpg,paper,1
652,green-glass/green-glass374.jpg,green-glass,1
653,shoes/shoes1216.jpg,shoes,1
654,metal/metal144.jpg,metal,1
655,plastic/plastic37.jpg,plastic,1
656,white-glass/white-glass446.jpg,white-glass,1
657,plastic/plastic621.jpg,plastic,1
658,plastic/plastic154.jpg,plastic,1
